GeneSymbol,GeneName,logFC,AveExpr,t.stat,p.value,adj.p.val,Regulation
NFKBIZ,NFKB inhibitor zeta,0.611689231766661,5.86420495860449,16.2408949689005,4.85001630015278E-55,1.90974241834816E-50,Up
SAA2-SAA4,SAA2-SAA4 readthrough,1.97281764099035,-2.90367091680035,16.1890060499489,1.0022745083137E-54,1.97327805196802E-50,Up
AR,androgen receptor,-0.999393554490303,0.572127313617953,-15.7814062019872,2.83220661381408E-52,3.71736558751811E-48,Down
TAP1,"transporter 1, ATP binding cassette subfamily B member",0.675602256675682,7.31861515918105,15.7517440407664,4.25344826929761E-52,4.18709447629657E-48,Up
IL17A,interleukin 17A,1.35130844232126,-3.82558045431917,15.6259422084674,2.3720061607683E-51,1.86800229172825E-47,Up
IL15RA,interleukin 15 receptor subunit alpha,0.482360782478945,3.26271820978326,15.2674580245538,3.00566971392509E-49,1.97252084425857E-45,Up
TMPRSS3,transmembrane serine protease 3,0.939324961496327,0.892863338060564,15.2512429087821,3.73428992077499E-49,2.1005914274348E-45,Up
CASP10,caspase 10,0.542990711784022,6.45893307076045,15.1894285522489,8.5287822372647E-49,4.19786661718169E-45,Up
PARP9,poly(ADP-ribose) polymerase family member 9,0.618748687371433,6.14188593839296,14.9978245526644,1.08592153807089E-47,4.28675333054231E-44,Up
EYS,eyes shut homolog,-0.424294289897197,2.25157736246189,-14.9976331636776,1.08867160974764E-47,4.28675333054231E-44,Down
P3R3URF-PIK3R3,P3R3URF-PIK3R3 readthrough,0.485639425507527,2.76560673553451,14.8028662705188,1.41025037974986E-46,5.0481835411846E-43,Up
IRF1,interferon regulatory factor 1,0.653597508075142,6.93352881487241,14.745502889441,2.98430321238148E-46,9.79249360756111E-43,Up
SAA4,"serum amyloid A4, constitutive",1.20070993513858,-4.51366356354704,14.689208826254,6.21434794779375E-46,1.8822781907102E-42,Up
PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,0.481237013950438,3.28137217794611,14.5856747088342,2.38157225059183E-45,6.25178592928694E-42,Up
SLC6A15,solute carrier family 6 member 15,-1.46854597803941,-3.05013968904603,-14.5908112169637,2.22838629337285E-45,6.25178592928694E-42,Down
PSMB8-AS1,PSMB8 antisense RNA 1 (head to head),0.560296281202111,4.75456913599944,14.3981836584269,2.66379590182837E-44,6.55560171439962E-41,Up
NLRC5,NLR family CARD domain containing 5,0.641946022762098,6.07636220229962,14.3336758735329,6.07999576832442E-44,1.4082700786679E-40,Up
C2,complement C2,1.03847312822654,5.0998011648689,14.238524900529,2.04320151500364E-43,4.45832565652117E-40,Up
SAA2,serum amyloid A2,2.36041743312468,-1.79740077373571,14.2344683431372,2.1512644116696E-43,4.45832565652117E-40,Up
DMRTA1,DMRT like family A1,-1.17634166187706,1.2896941989155,-14.1542518432182,5.94693718653302E-43,1.17083299328462E-39,Down
IPO5P1,importin 5 pseudogene 1,-0.490930144864933,4.4165751395813,-14.0471056218862,2.2969297430908E-42,4.06577498453019E-39,Down
HIF1A,hypoxia inducible factor 1 subunit alpha,0.418581877639948,7.00050724298559,14.0486603262252,2.2524593455773E-42,4.06577498453019E-39,Up
CASP1,caspase 1,0.70957679783175,6.36239599382153,14.0294272034396,2.86843058824876E-42,4.7061384517868E-39,Up
C2CD4A,C2 calcium dependent domain containing 4A,1.24328569327179,0.633379531459832,14.0444517723521,2.37486856573025E-42,4.06577498453019E-39,Up
ZC3H12B,zinc finger CCCH-type containing 12B,-0.306697852152417,4.01767925224497,-14.0213209142411,3.17585517090694E-42,5.00209892838527E-39,Down
DUOX2,dual oxidase 2,2.17472646612539,4.60972968027645,13.9988824287902,4.20872054561946E-42,6.37394539247354E-39,Up
DPP10,dipeptidyl peptidase like 10,-1.52209849548851,1.98170780276343,-13.9867648513911,4.89922920717078E-42,7.14489071339099E-39,Down
ZC3H12A,zinc finger CCCH-type containing 12A,0.643273477256469,4.62286804231393,13.9405591781372,8.73579294304816E-42,1.22850208187666E-38,Up
APOL2,apolipoprotein L2,0.567259235790486,5.35055121176272,13.8877318365866,1.68920922779985E-41,2.29359663978782E-38,Up
ZNF615,zinc finger protein 615,-0.286050119086303,3.47085691099971,-13.6569173026123,2.94455825568698E-40,3.86483086253102E-37,Down
NOS2,nitric oxide synthase 2,1.37082743099787,5.464555964134,13.6500739874091,3.20314202506924E-40,4.06861033481052E-37,Up
BTN3A3,butyrophilin subfamily 3 member A3,0.589357683243643,4.86675198529804,13.6471866540798,3.31891120878332E-40,4.08392024240787E-37,Up
NAP1L2,nucleosome assembly protein 1 like 2,-0.810081699369778,0.622028844681598,-13.6373768182317,3.74424935484456E-40,4.4676837150412E-37,Down
LOC100419583,ring finger protein 4 pseudogene,0.509988475048911,4.6586617405819,13.5648984724073,9.10692161525781E-40,1.05468866330115E-36,Up
PSMB8,proteasome 20S subunit beta 8,0.420160527354597,6.89678839004549,13.558817952744,9.81029520698904E-40,1.10368624020114E-36,Up
DUOXA2,dual oxidase maturation factor 2,2.4732909176883,1.57449268989766,13.4613892510612,3.2199113410795E-39,3.5218674712874E-36,Up
IGHM,immunoglobulin heavy constant mu,1.24503303244282,8.72156586981659,13.4573405897805,3.38243727350089E-39,3.59964459679381E-36,Up
MYO3A,myosin IIIA,-1.38372836563304,-0.312383905316348,-13.4440851025689,3.97385907258156E-39,4.11775460110451E-36,Down
CDC25B,cell division cycle 25B,0.529381095336514,4.03880991153716,13.4195766679756,5.35133813509507E-39,5.40293052326932E-36,Up
DUOXA1,dual oxidase maturation factor 1,1.81690653899968,0.0481046834074134,13.4125507529807,5.82747799583082E-39,5.73656933909586E-36,Up
DTX3L,deltex E3 ubiquitin ligase 3L,0.351755107838219,6.78790667937026,13.3383692351939,1.43019813417271E-38,1.37354833490695E-35,Up
TAP2,"transporter 2, ATP binding cassette subfamily B member",0.529042086262762,6.63972707599165,13.3207984291963,1.76808193142195E-38,1.65761890789692E-35,Up
HLA-B,"major histocompatibility complex, class I, B",0.479682024378948,10.454840543686,13.2200122186161,5.94247517357216E-38,5.44164889382738E-35,Up
KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2",-1.21308852476528,0.43195268045154,-13.1815633996698,9.4183043920662E-38,8.42852622140906E-35,Down
LOC107984200,uncharacterized LOC107984200,0.473210220484393,1.50710635011467,13.1763250578092,1.00273472573002E-37,8.77415168007668E-35,Up
DPP10-AS1,DPP10 antisense RNA 1,-1.50090774882143,-0.0828897416871063,-13.1659630628321,1.13498889253667E-37,9.71550492011391E-35,Down
LCN2,lipocalin 2,1.49707732025386,4.61392614253758,13.1495705225855,1.38051975020662E-37,1.15658182306672E-34,Up
JAK2,Janus kinase 2,0.313356918781973,5.59982957070237,13.1068976902663,2.29641909309693E-37,1.84538363693438E-34,Up
GBP1,guanylate binding protein 1,0.88965254958802,5.45449796228412,13.0593440493885,4.04263362566231E-37,3.12123022831528E-34,Up
LOC107984118,uncharacterized LOC107984118,1.26197453004056,-2.92737754039028,13.1075115859721,2.27968976239333E-37,1.84538363693438E-34,Up
APOL1,apolipoprotein L1,0.817389075228398,4.88224744199495,13.038991651742,5.1471470897317E-37,3.89757815010145E-34,Up
LINC03040,long intergenic non-protein coding RNA 3040,1.4242587025354,-0.283730995498708,13.0607584130669,3.97529621663659E-37,3.12123022831528E-34,Up
PSMB9,proteasome 20S subunit beta 9,0.778916499415125,5.44213462493626,12.9587417393875,1.33022562243889E-36,9.88282341682147E-34,Up
RTEL1,regulator of telomere elongation helicase 1,0.45384455346274,3.94906337849394,12.9078396710647,2.4234118420943E-36,1.7671160128575E-33,Up
KCND3,potassium voltage-gated channel subfamily D member 3,0.896450120471437,3.29940582149165,12.8639332549074,4.05945639476795E-36,2.85437776786398E-33,Up
WARS1,tryptophanyl-tRNA synthetase 1,0.688578672777061,6.30211832895102,12.8580064700073,4.35174594965488E-36,3.00621664058966E-33,Up
CFB,complement factor B,1.16471368512286,5.82671289062342,12.8458706648058,5.0171599628016E-36,3.40613259819441E-33,Up
LOC107984551,uncharacterized LOC107984551,1.21136774370977,-1.97820765968335,12.8886926210253,3.03531525476814E-36,2.17306497221364E-33,Up
STAT1,signal transducer and activator of transcription 1,0.589945929931885,7.40365921865092,12.8154564519633,7.16339063592385E-36,4.65750874552484E-33,Up
STAT3,signal transducer and activator of transcription 3,0.335166968030931,7.5992322575386,12.8148396894053,7.21525887538133E-36,4.65750874552484E-33,Up
HLA-E,"major histocompatibility complex, class I, E",0.374272682162211,9.37540705855581,12.8195670881855,6.82704319257527E-36,4.55629919916685E-33,Up
IGLV2-8,immunoglobulin lambda variable 2-8,1.13781098087942,4.73569965044858,12.7838675912885,1.03619355030934E-35,6.47637416460011E-33,Up
SBNO2,strawberry notch homolog 2,0.553808818668555,5.59200687154612,12.7751516986051,1.14715076310782E-35,7.05784507002089E-33,Up
SEMA3E,semaphorin 3E,-0.93673324638681,0.78546619821414,-12.7732995438778,1.17221071125342E-35,7.10107214866377E-33,Down
HCP5,HLA complex P5,0.407463296309431,5.91618854331394,12.7706345182062,1.20922720776158E-35,7.21432280800304E-33,Up
ZNF415,zinc finger protein 415,-0.529182428529278,2.0186302489146,-12.7592557386964,1.38080536348713E-35,8.11501373024912E-33,Down
MYOC,myocilin,-1.24924477107046,-4.34959730610301,-12.7990174012835,8.68142562803544E-36,5.51354541176651E-33,Down
SAMD9L,sterile alpha motif domain containing 9 like,0.585968426802117,6.07936144293764,12.7383933978472,1.76066389251982E-35,1.01952796223324E-32,Up
XBP1,X-box binding protein 1,0.400998780827262,7.99451021190842,12.7080525834744,2.50567393177021E-35,1.40947738196263E-32,Up
LINC00114,long intergenic non-protein coding RNA 114,0.932218059939867,-1.47823683075535,12.7107636725797,2.42796888343287E-35,1.38556090947903E-32,Up
PCDH9,protocadherin 9,-0.772099307214294,2.6189282519713,-12.6681588603494,3.98084431497528E-35,2.17707952425648E-32,Down
GSDMC,gasdermin C,1.15177518410341,-3.32692783200698,12.6943928240744,2.93644854762314E-35,1.62852954945365E-32,Up
FAM47E,family with sequence similarity 47 member E,-0.549387717093284,1.27347953226577,-12.6493158243948,4.95176872430246E-35,2.67097048339909E-32,Down
LYN,"LYN proto-oncogene, Src family tyrosine kinase",0.482798124023307,5.08341283296886,12.6342132266404,5.89722880060268E-35,3.13796326016934E-32,Up
HIF1A-AS1,HIF1A antisense RNA 1,0.423347095197227,2.61025298070004,12.6271439935849,6.3994751506011E-35,3.35980978040092E-32,Up
SOCS3,suppressor of cytokine signaling 3,1.06006707842804,4.00144451832298,12.582027360142,1.07722912562555E-34,5.50869792865347E-32,Up
SAA1,serum amyloid A1,2.01826132350251,-2.01970930351513,12.6245913521271,6.59109943186648E-35,3.41488330564703E-32,Up
FBXO6,F-box protein 6,0.465367235646556,3.1817400615176,12.5570079904559,1.43696023263578E-34,7.2540700154188E-32,Up
RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate),0.566535072621785,4.11158891026035,12.547862020772,1.59638945836412E-34,7.91924036457571E-32,Up
LONRF2,LON peptidase N-terminal domain and ring finger 2,-0.943292903894167,-0.0890006786260636,-12.5471806596309,1.60894765635427E-34,7.91924036457571E-32,Down
APOL6,apolipoprotein L6,0.400724573319332,8.27853100500499,12.5232109592147,2.1191591832316E-34,1.03017298764108E-31,Up
CARD16,caspase recruitment domain family member 16,0.469778036299878,4.00862670672031,12.4889690726529,3.13853868975028E-34,1.48895300539286E-31,Up
SYT1,synaptotagmin 1,-0.777060491016885,0.336503974690138,-12.4861315959899,3.2422342844238E-34,1.51983591885085E-31,Down
CDHR3,cadherin related family member 3,-0.448094343505226,2.3756234503442,-12.4613873823083,4.30368622987762E-34,1.97048777892629E-31,Down
TRAFD1,TRAF-type zinc finger domain containing 1,0.362873096978767,5.24805610465448,12.4624933169201,4.24959508098234E-34,1.96861242245601E-31,Up
FCN3,ficolin 3,1.36062085106018,-2.73793215719115,12.5082626459347,2.51576391550321E-34,1.20805756020554E-31,Up
LOC105372801,uncharacterized LOC105372801,1.3379389042833,-3.67593909443627,12.4252923320406,6.49984976642207E-34,2.94181706209926E-31,Up
LOC112268296,,0.815541279782657,1.06642281569857,12.3974658545179,8.92603744798843E-34,3.99399602899991E-31,Up
DMBT1,deleted in malignant brain tumors 1,1.96892006332402,8.36633336355683,12.366040048855,1.27623498986037E-33,5.64640774839798E-31,Up
TMEM38B,transmembrane protein 38B,-0.404352582887447,4.686651288587,-12.3210180729348,2.12726190863313E-33,9.30700721270422E-31,Down
ZNF577,zinc finger protein 577,-0.29202389578708,3.33152973237818,-12.2723293516845,3.6901189466089E-33,1.57937090914861E-30,Down
IRF9,interferon regulatory factor 9,0.405189538695184,5.74820468575745,12.2774012639867,3.48463170223347E-33,1.50781162535324E-30,Up
LPCAT1,lysophosphatidylcholine acyltransferase 1,0.552664349730176,4.40515891489335,12.2612070025668,4.18387527588818E-33,1.75259864748269E-30,Up
FCGR3B,Fc gamma receptor IIIb,1.5006681991399,0.109380610828983,12.2688316112029,3.83880332045458E-33,1.62534107038946E-30,Up
SORD,sorbitol dehydrogenase,0.401861333699036,4.04841925202841,12.1996115323477,8.37298781257383E-33,3.47047124324113E-30,Up
KLHL13,kelch like family member 13,-0.454306514001357,2.84301931566448,-12.1854280376583,9.81940232857024E-33,3.98606995968847E-30,Down
GBP4,guanylate binding protein 4,0.926957338860057,5.02996378585264,12.1873897253614,9.60544398658819E-33,3.93983294183226E-30,Up
IGHV3-74,immunoglobulin heavy variable 3-74,1.057557596255,4.04188087618738,12.179293872807,1.05194900203135E-32,4.22668815346801E-30,Up
MATCAP2,microtubule associated tyrosine carboxypeptidase 2,0.406532438633962,1.84973557958522,12.1476551385272,1.49991466293987E-32,5.84543057396463E-30,Up
IFI27,interferon alpha inducible protein 27,0.705844998880066,7.94550528655636,12.154283288829,1.39256815381781E-32,5.53876400249799E-30,Up
NCOA7,nuclear receptor coactivator 7,0.482147482435789,6.03001313860233,12.1468084704831,1.51420641645772E-32,5.84543057396463E-30,Up
KRT40,keratin 40,-0.80428970005054,-0.877889177466229,-12.1471045285028,1.50919363353751E-32,5.84543057396463E-30,Down
NAMPT,nicotinamide phosphoribosyltransferase,0.517121128464259,6.97754104572825,12.1406141113447,1.62296729064214E-32,6.20446213944902E-30,Up
C17orf113,chromosome 17 open reading frame 113,-0.484364453448691,1.16274654233165,-12.1225868536365,1.98567932400512E-32,7.51808740981017E-30,Down
PRKN,parkin RBR E3 ubiquitin protein ligase,-0.425457679383169,1.56386710522918,-12.0861091963659,2.98426625779247E-32,1.11912826825558E-29,Down
ZNF84,zinc finger protein 84,-0.207855470254183,4.43068820650238,-12.0836425811807,3.06750774742815E-32,1.13949231191256E-29,Down
ZNF177,zinc finger protein 177,-0.389082351901433,0.0037835624073643,-12.0212008914384,6.145845901394E-32,2.23515897289726E-29,Down
ANO5,anoctamin 5,-0.739776357905178,4.58757887318013,-12.0187209965646,6.31743948124447E-32,2.26141360921347E-29,Down
SCIRT,stem cell inhibitory RNA transcript,0.934885735570477,-2.6069758468061,12.051246663095,4.40071580080139E-32,1.61946341469491E-29,Up
CXCR1,C-X-C motif chemokine receptor 1,1.48384359006005,-3.19336884106442,12.0205950992038,6.18733055784745E-32,2.23515897289726E-29,Up
FAM218A,family with sequence similarity 218 member A,-0.579287139116326,-0.603032848646005,-11.9553285331036,1.27516258660391E-31,4.523495676587E-29,Down
BACE2,beta-secretase 2,0.505624460684179,5.98537309489633,11.9411839899119,1.49088264357703E-31,5.24151740834723E-29,Up
BISPR,BST2 interferon stimulated positive regulator,0.745222321850994,1.22479204029462,11.9219474481316,1.84353335845444E-31,6.36762890548263E-29,Up
UBE2L6,ubiquitin conjugating enzyme E2 L6,0.733717334228754,4.50548032346934,11.9177987579603,1.92983901132367E-31,6.54553611377485E-29,Up
CYP2R1,cytochrome P450 family 2 subfamily R member 1,-0.210535454519644,4.59991987816404,-11.9191406808981,1.90149237345033E-31,6.51070988669392E-29,Down
FCGR3A,Fc gamma receptor IIIa,1.08530944879838,2.48685781535665,11.9123206361703,2.04998045505755E-31,6.84068054223271E-29,Up
BTN3A1,butyrophilin subfamily 3 member A1,0.426343611434662,5.98513696158162,11.9170932591788,1.94490990784147E-31,6.54553611377485E-29,Up
IGHV3-7,immunoglobulin heavy variable 3-7,1.03427468311001,4.95222189041496,11.9093188230332,2.1189360660511E-31,7.01136357452337E-29,Up
MT1M,metallothionein 1M,-1.13537790093876,3.84468385065357,-11.907580383673,2.15991918312219E-31,7.08741481288493E-29,Down
FAM83A,family with sequence similarity 83 member A,1.41708140147056,-1.57958982553548,11.938058976894,1.54323150566055E-31,5.37754723600794E-29,Up
RIMS4,regulating synaptic membrane exocytosis 4,-1.42523193935466,-0.676322052199193,-11.900391583862,2.33792355657357E-31,7.60810561682983E-29,Down
ZNF350,zinc finger protein 350,-0.266528568285606,3.74459134432819,-11.8759902487465,3.05804538887139E-31,9.86996682231146E-29,Down
GTF2IRD2,GTF2I repeat domain containing 2,-0.205505249334067,3.43692609697574,-11.83574333518,4.75720292386454E-31,1.51064211556524E-28,Down
ZSCAN18,zinc finger and SCAN domain containing 18,-0.326236841229558,3.91441970109309,-11.8195506765527,5.6808156230009E-31,1.78950236777027E-28,Down
PCOLCE2,procollagen C-endopeptidase enhancer 2,-1.33720654156796,-2.35011651666029,-11.8357759453456,4.7555023557251E-31,1.51064211556524E-28,Down
GFUS,GDP-L-fucose synthase,0.386082338478764,5.50336166188065,11.8121462425726,6.16053608398054E-31,1.92521641938744E-28,Up
FOXP2,forkhead box P2,-0.491845335680398,3.78251746852859,-11.7943723012691,7.48270296821056E-31,2.31999143367133E-28,Down
RXFP4,relaxin family peptide/INSL5 receptor 4,-0.456185114758818,1.73601262879041,-11.7657260705775,1.02312561191441E-30,3.14739016365169E-28,Down
RIPK2,receptor interacting serine/threonine kinase 2,0.366587432937278,2.43340206850967,11.7442803912202,1.29261102291272E-30,3.885332186123E-28,Up
DMXL1,Dmx like 1,-0.182691737286713,7.25044396938179,-11.7584444875037,1.1077003037014E-30,3.38114784174777E-28,Down
ZNFX1,zinc finger NFX1-type containing 1,0.276382430465733,6.5780220473516,11.7532951151414,1.17166783294043E-30,3.54889173768172E-28,Up
ZNF283,zinc finger protein 283,-0.2080807912443,4.5708360899401,-11.7296172053499,1.51637064942678E-30,4.52337959786584E-28,Down
LGALSL-DT,LGALSL divergent transcript,-0.377084975461732,2.5188547564209,-11.7152404739046,1.77304050935822E-30,5.21009276839472E-28,Down
ISG20,interferon stimulated exonuclease gene 20,0.543380875601274,5.18113784863599,11.717132122263,1.73694780774108E-30,5.14241029154984E-28,Up
ZNF559-ZNF177,ZNF559-ZNF177 readthrough,-0.330584769976686,0.683410546689674,-11.6994396711711,2.10513230962721E-30,6.14012517213933E-28,Down
SMIM8,small integral membrane protein 8,-0.232886764578066,3.06504035376325,-11.6937127079919,2.24018126111657E-30,6.48598362777397E-28,Down
GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,0.320740248372061,5.74986199262555,11.6909351734269,2.30874430209668E-30,6.63570187148605E-28,Up
ZNF737,zinc finger protein 737,-0.272365407138361,4.24456060568068,-11.6827295488167,2.52371465372035E-30,7.20099914528206E-28,Down
GTF2IRD2B,GTF2I repeat domain containing 2B,-0.206300471686326,3.66446572175262,-11.6756047568611,2.72642515206944E-30,7.72343286243785E-28,Down
LIPG,"lipase G, endothelial type",0.453942024180998,4.77471018412092,11.6700566301835,2.89540979142192E-30,8.14354685335926E-28,Up
CSRNP3,cysteine and serine rich nuclear protein 3,-0.427517943104073,2.90953569630096,-11.6552639627904,3.39854153584541E-30,9.16581996681157E-28,Down
S100A12,S100 calcium binding protein A12,1.10481599505957,-4.43827697772751,11.6561859732565,3.364788106028E-30,9.13737216985921E-28,Up
HLA-F,"major histocompatibility complex, class I, F",0.583366177968219,7.29810145701037,11.663555849864,3.10668899599001E-30,8.67581460326969E-28,Up
RRAGB,Ras related GTP binding B,-0.208878488365323,3.54627876588589,-11.6504599726133,3.57992634642713E-30,9.52453917681857E-28,Down
LOC107985987,uncharacterized LOC107985987,-0.742326960726796,-0.80409057868564,-11.6564810307162,3.3540569925659E-30,9.13737216985921E-28,Down
HLA-C,"major histocompatibility complex, class I, C",0.418848751745721,9.67246046647673,11.6628960515178,3.12897071906524E-30,8.67650359393753E-28,Up
LAP3,leucine aminopeptidase 3,0.436031870077449,6.66450340091201,11.6517834723548,3.52901622279186E-30,9.45296209446613E-28,Up
OLFM4,olfactomedin 4,1.42756026181142,9.65638993896053,11.6572850992634,3.32498562454979E-30,9.13737216985921E-28,Up
SEC14L5,SEC14 like lipid binding 5,-0.912193837835311,0.597417512055213,-11.6266924340948,4.62893863937109E-30,1.22328246888507E-27,Down
SLC38A5,solute carrier family 38 member 5,0.605054811251545,3.4322750073655,11.5974885250576,6.34391721750237E-30,1.65429194937996E-27,Up
SLC37A2,solute carrier family 37 member 2,-1.36205139539967,4.86577051709574,-11.5855541293772,7.21457206723758E-30,1.856738494899E-27,Down
DGKB,diacylglycerol kinase beta,-0.870348340138759,-2.66212820256521,-11.6025447625565,6.00730742231047E-30,1.57695824707265E-27,Down
LOC107984266,uncharacterized LOC107984266,-1.02303801169693,-2.18504314884089,-11.5903402164497,6.8520005959788E-30,1.77502878596882E-27,Down
PKDCC,"protein kinase domain containing, cytoplasmic",-0.407477099552336,5.67366902757497,-11.5746481387444,8.11351197314675E-30,2.06114611261049E-27,Down
LOC101929510,uncharacterized LOC101929510,0.979126878571098,-1.80859335162529,11.5839199304162,7.34268535197585E-30,1.8774388209052E-27,Up
C21orf62-AS1,,-0.435956878457943,-0.316103468278366,-11.5514504777007,1.04124342059617E-29,2.61146502734999E-27,Down
ZNF613,zinc finger protein 613,-0.379218555339648,3.2838712197637,-11.5432192532836,1.13750224692626E-29,2.83482838449166E-27,Down
FPR2,formyl peptide receptor 2,1.62376238957376,-1.73531148462004,11.5599540056979,9.50294055470759E-30,2.39863966206517E-27,Up
FCAR,Fc alpha receptor,1.13132777076774,-3.86670875647979,11.5342995747097,1.25180960014449E-29,3.0807034259556E-27,Up
LOC105379379,uncharacterized LOC105379379,-0.802330240429901,-1.94465208278361,-11.5391458480296,1.18835699936264E-29,2.94293995011969E-27,Down
BAIAP3,BAI1 associated protein 3,-0.301257600425515,3.34034793638691,-11.512549155974,1.5806383327332E-29,3.81835674783451E-27,Down
LOC105378024,uncharacterized LOC105378024,-0.750280916807007,-0.780450374780774,-11.5058091072775,1.69898432700276E-29,4.0792199304915E-27,Down
CXCR2,C-X-C motif chemokine receptor 2,1.40242646341086,-1.69233702525933,11.5308394592746,1.29916134223979E-29,3.1773774541636E-27,Up
CASP8,caspase 8,0.187860308737926,5.2219841178506,11.4895148675344,2.02270319840405E-29,4.82702794790047E-27,Up
LINC01750,long intergenic non-protein coding RNA 1750,1.11389218966415,-1.92773455899947,11.5156349377517,1.52922489735383E-29,3.71696046655583E-27,Up
FAM219B,family with sequence similarity 219 member B,-0.201333786817871,4.83208110673585,-11.4689566499808,2.51981170828126E-29,5.94132370211275E-27,Down
ADD3,adducin 3,-0.265534994884523,8.01811991965848,-11.476538521178,2.32374199547587E-29,5.5120280008348E-27,Down
MIR600HG,MIR600 host gene,-0.271964845676396,2.8260406848908,-11.4533711771688,2.97594146549421E-29,6.85267082721054E-27,Down
IFITM1,interferon induced transmembrane protein 1,0.592908885220911,5.7033528321501,11.4593767511609,2.79120326785714E-29,6.54204880209184E-27,Up
LRIT2,"leucine rich repeat, Ig-like and transmembrane domains 2",-0.938957679006252,-0.403429406760258,-11.4544099200642,2.94314179763171E-29,6.81700890726742E-27,Down
LYPD5,LY6/PLAUR domain containing 5,1.04312349179302,-0.0914313412737719,11.4586281816995,2.81359371436413E-29,6.55550686963326E-27,Up
SLIT3-AS2,SLIT3 antisense RNA 2,-0.538035994531738,0.440016719451409,-11.4313232099439,3.76445041551267E-29,8.56815026365473E-27,Down
STOM,stomatin,0.603056043600906,6.278996568834,11.4390545857029,3.46677550681599E-29,7.93649723002247E-27,Up
CASP5,caspase 5,0.734381834706941,4.59654394544377,11.4180216855246,4.33715813863728E-29,9.7588536495418E-27,Up
SLC7A1,solute carrier family 7 member 1,0.336485624120257,5.62411721345026,11.4189148136161,4.29613063583789E-29,9.72209424808925E-27,Up
CCL11,C-C motif chemokine ligand 11,1.36414598389972,1.0585133188866,11.4108155739122,4.68273892208767E-29,1.04765640793252E-26,Up
IGHV6-1,immunoglobulin heavy variable 6-1,1.14616469970027,1.67137895893173,11.3708039770356,7.16221813829553E-29,1.59333051646059E-26,Up
ABCA11P,"ATP binding cassette subfamily A member 11, pseudogene",-0.20689739264055,2.62832599456699,-11.3650587277755,7.61205921506352E-29,1.68389013287832E-26,Down
ADD3-AS1,ADD3 antisense RNA 1,-0.257152580772187,2.14305761960402,-11.3524526233891,8.69979700970855E-29,1.91376093326416E-26,Down
SLC37A1,solute carrier family 37 member 1,0.305560465855327,6.71456451665467,11.3505197817673,8.87970061920532E-29,1.94248384212127E-26,Up
AMY2B,amylase alpha 2B,-0.310747788826546,3.22168375285955,-11.336026224678,1.03517630811121E-28,2.23962100594434E-26,Down
LPIN1,lipin 1,0.310504558156191,5.09035781261391,11.3409373780207,9.82764405829129E-29,2.13797410187446E-26,Up
CCDC175,coiled-coil domain containing 175,-0.576918327268392,0.599820379379148,-11.317545913023,1.25849381966473E-28,2.70789358705565E-26,Down
STRIP2,striatin interacting protein 2,0.703637464620794,1.2297639364506,11.3132534893621,1.31685980636761E-28,2.81807998562669E-26,Up
EFCAB6,EF-hand calcium binding domain 6,-0.307700546342165,0.847482370643699,-11.308099357123,1.39050389624684E-28,2.95959359019543E-26,Down
LOC105369250,uncharacterized LOC105369250,-0.560727791309088,0.742050533838183,-11.3001623654774,1.51198391293842E-28,3.20085368579909E-26,Down
LRP8,LDL receptor related protein 8,0.586527671685551,2.23974867637618,11.2991523903158,1.52817931647033E-28,3.21783897140833E-26,Up
C4BPB,complement component 4 binding protein beta,0.975214290440385,1.56956320923522,11.277993323206,1.91000168695241E-28,3.97927123944116E-26,Up
FAM247A,family with sequence similarity 247 member A,0.502322488135859,-1.01558732195384,11.2914762524952,1.65703165110197E-28,3.47059990924421E-26,Up
GPR15,G protein-coupled receptor 15,-0.743936133010803,3.86731840834328,-11.2642564871434,2.20716655473223E-28,4.57417843469138E-26,Down
LSM 11.00,"LSM11, U7 small nuclear RNA associated",-0.282452586816285,3.863584785905,-11.2613067626229,2.2767331642189E-28,4.69364633896772E-26,Down
E2F3,E2F transcription factor 3,0.24713013911495,3.9574531742579,11.2561070504486,2.40470576444658E-28,4.93165073858585E-26,Up
ZNF813,zinc finger protein 813,-0.293655437012964,3.82861556893335,-11.2503201156681,2.55554239979458E-28,5.21383614167416E-26,Down
CPXM1,"carboxypeptidase X, M14 family member 1",0.92030418543728,0.0469293210606266,11.2437298440313,2.73878609446866E-28,5.55888872452568E-26,Up
SOX14,SRY-box transcription factor 14,0.899183456137225,-5.00595005583018,11.2341181964881,3.02966648286305E-28,6.11775115021618E-26,Up
APOL4,apolipoprotein L4,0.707880882761201,2.06866575117844,11.1872313880909,4.95204274286663E-28,9.94855280832228E-26,Up
PLEKHM3,pleckstrin homology domain containing M3,-0.174036707023491,4.65959884449633,-11.1847472848296,5.08240224884646E-28,1.0158612738608E-25,Down
ZNF793,zinc finger protein 793,-0.373917140404707,2.33332902093528,-11.1730994154452,5.74055993305601E-28,1.13020143962007E-25,Down
IGHV3-73,immunoglobulin heavy variable 3-73,1.19401663500798,2.00132088877991,11.16688885351,6.12538444093355E-28,1.19996585943383E-25,Up
TMEM192,transmembrane protein 192,-0.278531299127603,4.69210312704148,-11.1761719453423,5.55915060017647E-28,1.10554097996237E-25,Down
