GeneSymbol,GeneName,logFC,AveExpr,t.stat,p.value,adj.p.val,Regulation
BCL2A1,BCL2 related protein A1,0.413718894947407,1.26595113362155,5.08245491402063,4.16110871377648E-07,2.87049433625898E-06,Up
ZNHIT3,zinc finger HIT-type containing 3,-0.0787949989530072,4.19554019557213,-5.14335347198035,3.0296474544941E-07,2.14424285536818E-06,Down
LILRA4,leukocyte immunoglobulin like receptor A4,-0.415659826840896,-1.34926185089547,-5.04228504131719,5.12040381937044E-07,3.47263211835223E-06,Down
NUPR2,"nuclear protein 2, transcriptional regulator",-0.464062899543946,-2.35802952628813,-5.03003352579659,5.45323411697934E-07,3.68313115935126E-06,Down
LOC107987055,,-0.614441011466164,-3.36247549649342,-5.02350864634772,5.63891558791835E-07,3.79941718326272E-06,Down
FSIP1,fibrous sheath interacting protein 1,-0.350232082974077,1.62197168238839,-5.096081533003,3.87703735450825E-07,2.6877151913929E-06,Down
OSBPL10-AS1,OSBPL10 antisense RNA 1,-0.320011040193549,-2.49866987095419,-5.02737428395994,5.5281857590625E-07,3.72991505224203E-06,Down
SCN1B,sodium voltage-gated channel beta subunit 1,0.247771641111011,0.491584022947188,5.06715841446526,4.50394366134002E-07,3.09182854966744E-06,Up
ATXN7L3,ataxin 7 like 3,0.108587112153398,5.71936290624093,5.16259412854522,2.73867965571794E-07,1.95642688903392E-06,Up
ZNF284,zinc finger protein 284,-0.0843049911447637,2.39221014453084,-5.10916301434285,3.62200958946724E-07,2.52534615736075E-06,Down
AQP5-AS1,AQP5 and AQP2 antisense RNA 2,0.231447917222753,-5.53803486646421,5.09256295076702,3.94854057613257E-07,2.7334341372327E-06,Up
LOC105370729,uncharacterized LOC105370729,-0.232177251840542,-5.46797005496713,-5.08138375265745,4.18427186665418E-07,2.88546215448993E-06,Down
CENPS-CORT,CENPS-CORT readthrough,0.115880586659417,1.31547120925391,5.08429705925932,4.12156284496356E-07,2.84520789942646E-06,Up
LOC105379442,uncharacterized LOC105379442,-0.351591664551036,-2.46402839619176,-5.02635367263958,5.55721521938841E-07,3.74821696606094E-06,Down
LOC101928237,,-0.242360930424859,-1.10338634396076,-5.04219132981483,5.12287359038996E-07,3.47370880825202E-06,Down
PROSER1,proline and serine rich 1,-0.101996699603903,4.09367584811357,-5.13920449296684,3.09619660802547E-07,2.18683116838764E-06,Down
CH507-145C22.1,uncharacterized CH507-145C22.1,-0.183601422529959,0.519556413303013,-5.06726241906905,4.50152307753383E-07,3.09070571405357E-06,Down
LOC441239,uncharacterized LOC441239,-0.287886060022061,-0.593756138504958,-5.04737462748038,4.98798015284748E-07,3.39282900768308E-06,Down
CCAT2,colon cancer associated transcript 2,-0.366719979185517,-2.63309896588929,-5.02127664222063,5.70382200236055E-07,3.84052146314893E-06,Down
SLAMF6,SLAM family member 6,0.314429274067359,2.08348371397973,5.0939737725606,3.91971876144495E-07,2.71491373703881E-06,Up
LRRFIP1,LRR binding FLII interacting protein 1,0.100753977910461,6.53747734570603,5.1679414472966,2.66273555969349E-07,1.90493959662956E-06,Up
LOC101928692,uncharacterized LOC101928692,-0.316863389172876,-3.18614976964215,-5.0165080479034,5.8449163525317E-07,3.92411639040559E-06,Down
LOC100996671,uncharacterized LOC100996671,-0.299357116570224,-5.15356932591665,-5.05931760162257,4.69009316179614E-07,3.20731344805288E-06,Down
CNNM3-DT,CNNM3 divergent transcript,-0.222202431307963,-1.48500402278373,-5.0319429472011,5.40002232313623E-07,3.64969582897035E-06,Down
LOC105377936,uncharacterized LOC105377936,-0.305706095932692,-0.572382374068042,-5.04572085569009,5.03064209776133E-07,3.42059339045847E-06,Down
PLK3,polo like kinase 3,0.244359143411338,2.1887510062058,5.09349384212225,3.92950042675536E-07,2.72121014428279E-06,Up
KRT87P,"keratin 87, pseudogene",0.24876128492999,-5.22313086275786,5.07118201783623,4.41120918417351E-07,3.03345743688467E-06,Up
PSMD11,"proteasome 26S subunit, non-ATPase 11",0.130618118082058,5.6271377794128,5.15080774746478,2.91353883717312E-07,2.06970061794206E-06,Up
FFAR3,free fatty acid receptor 3,0.449388099407192,-2.82292208939502,5.01091593177535,6.0146694655625E-07,4.02709785539855E-06,Up
ZC3H12D,zinc finger CCCH-type containing 12D,0.19484544603986,4.01422029911829,5.12566082533844,3.32341333565321E-07,2.33474975030652E-06,Up
RRBP1,ribosome binding protein 1,0.133707934396127,8.88044558329118,5.18680504130455,2.41075254240476E-07,1.74016117524711E-06,Up
ZNF263,zinc finger protein 263,-0.0600072453622071,4.7563238859369,-5.13735568230611,3.12630430618327E-07,2.20532709351975E-06,Down
ANGPTL2,angiopoietin like 2,0.214132796487902,3.72262091064551,5.11900674175898,3.44086805304368E-07,2.40995411698057E-06,Up
LOC105379343,uncharacterized LOC105379343,-0.270250295464969,-1.79875702800334,-5.02048480286331,5.72702137672013E-07,3.85350638635906E-06,Down
MIR573,microRNA 573,-0.2649485640223,-2.00969974102424,-5.01745959040497,5.81649558747328E-07,3.90659398138286E-06,Down
ABCF1,ATP binding cassette subfamily F member 1,0.0896842902221163,5.60206585592102,5.14726121751738,2.96823327404885E-07,2.1032419182823E-06,Up
MAGT1,magnesium transporter 1,0.10949743765133,7.47416011564181,5.17059732551936,2.62577678900777E-07,1.88123338507951E-06,Up
FBN3,fibrillin 3,0.392996424959909,-4.62311594084237,5.03984408028987,5.18511189734652E-07,3.51228223068839E-06,Up
TTC7A,tetratricopeptide repeat domain 7A,0.153064756595818,5.2386459415493,5.1409104672158,3.06866370233276E-07,2.16933037599739E-06,Up
DBF4B,DBF4B-CDC7 kinase regulatory subunit,0.160941064990227,1.45399206714688,5.0709082170395,4.41746073583163E-07,3.03722601596135E-06,Up
IGKV2-10,immunoglobulin kappa variable 2-10 (pseudogene),0.338870585891706,-4.51442822206736,5.03235775675706,5.38852883771256E-07,3.6431784257172E-06,Up
MAPK11,mitogen-activated protein kinase 11,0.252057132999218,1.18752394256375,5.06374440203412,4.58410216085221E-07,3.14247226124158E-06,Up
IGHV1-2,immunoglobulin heavy variable 1-2,0.56844676170138,2.96275320187638,5.09730364723633,3.85249593920641E-07,2.67211344199739E-06,Up
C1orf146,chromosome 1 open reading frame 146,-0.327836029581755,-3.20205448577264,-5.00407410249461,6.22883485401889E-07,4.15917587267845E-06,Down
NR2F1,nuclear receptor subfamily 2 group F member 1,0.25877350512572,1.19172675450019,5.06253116371562,4.61291844657502E-07,3.16112559610752E-06,Up
GOLGA8J,golgin A8 family member J,-0.147506833337376,0.0411298968532865,-5.04307130742692,5.09972696454416E-07,3.46159022506276E-06,Down
LINC01003,long intergenic non-protein coding RNA 1003,-0.147071198068212,1.61001319928349,-5.07411397374659,4.34479863725114E-07,2.98987751031809E-06,Down
SLFN11,schlafen family member 11,0.227705679251435,4.38018376214163,5.12303444290174,3.36930268991415E-07,2.36403532997255E-06,Up
EML2-AS1,EML2 antisense RNA 1,0.236374367411372,-0.815213297242332,5.02413423182933,5.6208518907306E-07,3.78854269170503E-06,Up
LOC105369228,uncharacterized LOC105369228,-0.160345341934034,1.27710988189374,-5.06630455250677,4.52386385427246E-07,3.10442075855407E-06,Down
LOC105371811,uncharacterized LOC105371811,-1.0489158398934,-1.60843115996063,-5.02011045787679,5.73802063864814E-07,3.859867231521E-06,Down
SOX18,SRY-box transcription factor 18,0.347717406035152,-1.35842956406541,5.01434439365384,5.91004020529663E-07,3.96445899699762E-06,Up
ICOS,inducible T cell costimulator,0.380620249939994,1.36811785559667,5.06189128510646,4.62818691656845E-07,3.17103685447711E-06,Up
LOC107984201,uncharacterized LOC107984201,0.466528504840647,-1.86690547123321,5.00743878410823,6.12260891708995E-07,4.09379943486727E-06,Up
FAM66C,family with sequence similarity 66 member C,-0.239232193792169,-0.579646867278346,-5.02881664477681,5.48740981122822E-07,3.70367241561403E-06,Down
ABTB3,ankyrin repeat and BTB domain containing 3,0.300999967243179,0.990507031870162,5.05408892314734,4.81833268279918E-07,3.29043821917968E-06,Up
MAST3,microtubule associated serine/threonine kinase 3,0.139422620298298,4.76673612734472,5.12685508444317,3.30274698997694E-07,2.32147385714623E-06,Up
VPS9D1-AS1,VPS9D1 antisense RNA 1,0.162552428465678,0.962073661968367,5.05443597138029,4.80971706426055E-07,3.28569429428042E-06,Up
DLEU1,deleted in lymphocytic leukemia 1,-0.0918086170980463,3.19255134113569,-5.10196368487854,3.76028682655755E-07,2.61368144894139E-06,Down
IGKV2D-40,immunoglobulin kappa variable 2D-40,0.576821733747046,-1.24022774378475,5.01278166921139,5.95751152313206E-07,3.99290168059316E-06,Up
CENPM,centromere protein M,0.189056543371419,2.76523855256092,5.09100717321131,3.98056101981072E-07,2.75414814120659E-06,Up
KIAA0825,KIAA0825,-0.115434505940496,3.27844871729899,-5.10305860045434,3.73893283945461E-07,2.59975665700803E-06,Down
LOC105375886,uncharacterized LOC105375886,-0.612818703775749,1.85233567387702,-5.07853972025068,4.24637798923561E-07,2.92470490999023E-06,Down
H2AC13,H2A clustered histone 13,0.214955295938126,6.18783853170399,5.14401974647965,3.01909013590322E-07,2.13773949274096E-06,Up
DNAI7,dynein axonemal intermediate chain 7,-0.276575355331002,-1.56629095031201,-5.01093019268692,6.01423057431645E-07,4.02709785539855E-06,Down
GRB14,growth factor receptor bound protein 14,-0.249955288671528,-0.177957545970075,-5.03201262604,5.39809001964179E-07,3.64901618220455E-06,Down
RAPGEF4,Rap guanine nucleotide exchange factor 4,0.220505908339664,1.9040920169612,5.06933268022688,4.45360073665537E-07,3.06047090063773E-06,Up
CRYBG1,crystallin beta-gamma domain containing 1,0.127894222205537,7.81111052005121,5.16180520221291,2.7500599710831E-07,1.96420027972734E-06,Up
LOC105375103,uncharacterized LOC105375103,-0.244069322260122,-5.40513472937957,-5.05111428853046,4.89279289683615E-07,3.33319399837059E-06,Down
LOC107985290,,-0.348352293040468,-4.13070450494652,-5.00109936257926,6.32422902209469E-07,4.21786656460028E-06,Down
CLYBL-AS1,CLYBL antisense RNA 1,-0.316449422705701,-2.23735371343984,-5.00060362298283,6.34026283052595E-07,4.22784401718527E-06,Down
LOC105373730,,-0.236354612337731,-0.384636457151421,-5.02604102871359,5.5661372107852E-07,3.75359169056136E-06,Down
SGK2,serum/glucocorticoid regulated kinase 2,-0.30572746460758,6.04479035032352,-5.1411873463697,3.06421749588334E-07,2.16657619173824E-06,Down
PMM1,phosphomannomutase 1,-0.174564289747207,4.2930106655188,-5.11538163934846,3.50653400051261E-07,2.45158527706294E-06,Down
IGLV3-16,immunoglobulin lambda variable 3-16,0.485055120404856,-2.67353888146801,4.99274928611495,6.59959065009316E-07,4.38739627617877E-06,Up
SYNJ2BP,synaptojanin 2 binding protein,-0.107128084799278,6.79473922002507,-5.14859852704628,2.94749378962182E-07,2.09042715165974E-06,Down
LOC105377291,uncharacterized LOC105377291,-0.128552594778341,1.61767210727947,-5.06402380666662,4.57749053253968E-07,3.13848628259242E-06,Down
GSTO2,glutathione S-transferase omega 2,-0.114617141061325,3.99259428292034,-5.10914779804468,3.62229660117165E-07,2.52534615736075E-06,Down
TSPAN9,tetraspanin 9,0.206009405009457,3.21498684980919,5.09247455198548,3.95035328170719E-07,2.73420831113556E-06,Up
RSBN1,round spermatid basic protein 1,-0.0824119994130803,5.86413722217897,-5.13533689699718,3.15950315552521E-07,2.22754872429652E-06,Down
B3GALT5-AS1,B3GALT5 antisense RNA 1,-0.748671104210593,1.81670075383537,-5.07168956323164,4.39964325092961E-07,3.02603236067431E-06,Down
LINC03021,long intergenic non-protein coding RNA 3021,-0.365441463503521,-1.50310027550402,-5.00629044284374,6.15866507414645E-07,4.114414590424E-06,Down
H3-7,H3.7 histone (putative),0.218805915952546,2.71017709774971,5.0814117615365,4.18366461095221E-07,2.88546215448993E-06,Up
PLEKHA4,pleckstrin homology domain containing A4,0.304799744900641,1.62002573354518,5.05698861435706,4.74680203941006E-07,3.24440335191478E-06,Up
ZNF232,zinc finger protein 232,-0.0765756005229679,3.09228559883661,-5.09061355768424,3.98870193779299E-07,2.75784244956166E-06,Down
GIT2,GIT ArfGAP 2,0.125324618436389,5.23414606273642,5.12351307066859,3.36089451707721E-07,2.35897651523052E-06,Up
KLHL18,kelch like family member 18,0.0809644283534076,4.32392970655534,5.11022607517928,3.60201229475142E-07,2.5134296671652E-06,Up
GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,0.587386237544471,-1.24742282603228,5.00267833713596,6.27342020516366E-07,4.18610733771436E-06,Up
STK38L,serine/threonine kinase 38 like,-0.120947379731362,6.21967632258944,-5.13762670717169,3.12187306169075E-07,2.20259583725381E-06,Down
WDPCP,WD repeat containing planar cell polarity effector,-0.121416534419432,2.55643366017275,-5.07954088447901,4.22441436816885E-07,2.9111050080682E-06,Down
WNK2,WNK lysine deficient protein kinase 2,-0.243422755021924,6.04812340606198,-5.13570550229792,3.15341613853463E-07,2.22365533436497E-06,Down
NALF2,NALCN channel auxiliary factor 2,-0.388989606433246,-1.81713303868955,-4.9992975818063,6.38269236121149E-07,4.25253628451884E-06,Down
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,-0.0900470310056504,3.6711823289632,-5.09879452105148,3.82276066370485E-07,2.65289079827357E-06,Down
LINC01687,long intergenic non-protein coding RNA 1687,-0.737983459904613,-1.32195046871094,-5.00745625643943,6.12206188870053E-07,4.09379943486727E-06,Down
RPS18,ribosomal protein S18,-0.146484787905309,9.73164967811905,-5.17371775143937,2.58298692797914E-07,1.85361205168775E-06,Down
QPCT,glutaminyl-peptide cyclotransferase,-0.246020316125148,2.89363861006274,-5.08436612584957,4.12008725395891E-07,2.84468798372587E-06,Down
CCNP,cyclin P,0.379679815641627,-3.28615291323683,4.98395928807935,6.90194399077819E-07,4.56757893413247E-06,Up
CLCN5,chloride voltage-gated channel 5,-0.191369348926051,4.99152585082762,-5.11686886803924,3.47944882924966E-07,2.43524310523524E-06,Down
OR52B6,olfactory receptor family 52 subfamily B member 6,-0.384727730913526,-3.85862155934472,-4.98509111071941,6.86227569944179E-07,4.54438223917289E-06,Down
GFM2,GTP dependent ribosome recycling factor mitochondrial 2,-0.0847214193429173,5.51322026261386,-5.12298698630865,3.37013747832845E-07,2.36419977457084E-06,Down
LOC102724883,uncharacterized LOC102724883,-0.16674951102995,-0.235332521188406,-5.01758025893123,5.81290098940676E-07,3.90528560585021E-06,Down
FAM168B,family with sequence similarity 168 member B,-0.107437443446071,6.1767737541724,-5.13085792319769,3.23438060456278E-07,2.27789251806947E-06,Down
FHOD3,formin homology 2 domain containing 3,-0.187205837598034,1.43111961957223,-5.04952123335789,4.9331252819904E-07,3.3589268736582E-06,Down
MAFG,MAF bZIP transcription factor G,0.18993294734375,4.58694861104986,5.10598602587087,3.68241336391188E-07,2.56236395845194E-06,Up
LOC105370624,uncharacterized LOC105370624,0.11219195697873,2.10082041583006,5.06037011212894,4.66468052698453E-07,3.19215259698545E-06,Up
GALNT11,polypeptide N-acetylgalactosaminyltransferase 11,-0.0663551008714341,4.92944457689356,-5.11122415166451,3.58333453169041E-07,2.50083978234388E-06,Down
LOC112268076,translation initiation factor IF-2-like,-0.203461893629875,0.663439886065655,-5.03127317602163,5.41863020772381E-07,3.66164377997825E-06,Down
GRK2,G protein-coupled receptor kinase 2,0.144874635236402,6.57102585569538,5.1304814863049,3.24075123939629E-07,2.28197104439321E-06,Up
ISL1-DT,ISL1 divergent transcript,-0.430677772207451,-0.282221695064928,-5.0138640226931,5.92459357976904E-07,3.97219132976308E-06,Down
CTRL,chymotrypsin like,0.155121156756989,0.739711666828718,5.02877715215743,5.48852240382292E-07,3.70378848625418E-06,Up
DRAIC,"downregulated RNA in cancer, inhibitor of cell invasion and migration",-0.290811147831604,1.77267203555497,-5.05428642249159,4.81342785332203E-07,3.28765889249624E-06,Down
DOCK4,dedicator of cytokinesis 4,0.192515542466574,4.20477538133709,5.09658097909093,3.86698972940365E-07,2.68122182752242E-06,Up
CCDC180,coiled-coil domain containing 180,-0.169082937081253,1.08644212162727,-5.03824955597851,5.22780698738527E-07,3.53998500318628E-06,Down
LOC105373510,uncharacterized LOC105373510,-0.163829542640059,-0.351905842643158,-5.00969418171939,6.05238476967128E-07,4.05097233878253E-06,Down
FAM78B-AS1,FAM78B antisense RNA 1,-0.258136627198766,0.202792536438395,-5.02067278744301,5.72150556096201E-07,3.85045296476568E-06,Down
SLC66A1L,,0.442367407548014,-2.98101754395528,4.97575591867895,7.19614024335532E-07,4.74870484703132E-06,Up
EPM2A,"EPM2A glucan phosphatase, laforin",-0.106754470907041,2.17060703070909,-5.05999333387295,4.67376244083939E-07,3.19781181356198E-06,Down
C19orf18,chromosome 19 open reading frame 18,-0.221174207231337,-1.51901199119571,-4.99149398659372,6.64197410474952E-07,4.41259275094681E-06,Down
GPC2,glypican 2,-0.220883026765142,-0.0149257186141736,-5.014859375709,5.89447656099445E-07,3.95469260633357E-06,Down
MIR6755,microRNA 6755,-0.238902204956357,-2.34531119173791,-4.98030037718192,7.03170089911567E-07,4.65032338937821E-06,Down
SPINK7,serine peptidase inhibitor Kazal type 7,-0.356245381134631,-3.58287175369636,-4.97408951113992,7.25736277680922E-07,4.78669877218827E-06,Down
ZBTB44-DT,ZBTB44 divergent transcript,-0.3264945882459,-3.00689672786348,-4.97445306246882,7.24396349218314E-07,4.77946223974871E-06,Down
ZNF554,zinc finger protein 554,-0.110641472265789,2.53065830840128,-5.06546411631298,4.54355388652541E-07,3.11738940295913E-06,Down
LOC105374060,uncharacterized LOC105374060,-0.254094541212106,-5.23760423732073,-5.02094889336976,5.71341339455293E-07,3.8456643730584E-06,Down
LOC107986643,,-0.295373496615367,-1.49023090020549,-4.98853752281774,6.74283490853799E-07,4.47280773852076E-06,Down
LINC02977,long intergenic non-protein coding RNA 2977,-0.142256409708869,2.43405688889201,-5.06148206658796,4.63797705601773E-07,3.17663914694302E-06,Down
FHIP2A,FHF complex subunit HOOK interacting protein 2A,0.127808070551463,5.23995825319277,5.1070158504067,3.66272759828873E-07,2.55127475517808E-06,Up
RASSF10,Ras association domain family member 10,-0.552960111961483,0.550789566640437,-5.02502522722049,5.59522088828953E-07,3.77255852221384E-06,Down
HTD2,hydroxyacyl-thioester dehydratase type 2,-0.0929752869587137,4.08417577716778,-5.09017807359147,3.99772753588774E-07,2.76359760275835E-06,Down
CD99L2,CD99 molecule like 2,0.113997875717991,4.24383003362872,5.09096989148249,3.98133140730099E-07,2.75419721528257E-06,Up
SNORD86,"small nucleolar RNA, C/D box 86",0.168718688357768,-0.450811992424512,4.99845892518825,6.41008218327746E-07,4.26861823184058E-06,Up
FAM169BP,protein FAM169B,0.505433203829055,-4.09788053885751,4.98601847357055,6.82993732780753E-07,4.52448876547358E-06,Up
LOC107984889,uncharacterized LOC107984889,-0.295244792110306,-1.82295814956441,-4.98087986795221,7.01099461778138E-07,4.63740843389484E-06,Down
ANKRD42-DT,ANKRD42 divergent transcript,-0.0762510065431754,2.11280040920902,-5.05115597829797,4.89174169657588E-07,3.33305452577214E-06,Down
CPVL,carboxypeptidase vitellogenic like,0.236856810229904,4.73478791077342,5.09573206615415,3.88408275676768E-07,2.69212537635071E-06,Up
TRR-TCG2-1,tRNA-Arg (anticodon TCG) 2-1,0.228363976955097,-5.37699940958827,5.03108488090209,5.42387264162837E-07,3.66455746631364E-06,Up
PLEKHA3,pleckstrin homology domain containing A3,-0.070650860687387,5.19517890860414,-5.1013379540235,3.77254321928363E-07,2.62081266412336E-06,Down
EIF5A2,eukaryotic translation initiation factor 5A2,0.200737839586133,2.24969446685602,5.04747162047322,4.98548892029275E-07,3.39282080410382E-06,Up
IL17C,interleukin 17C,0.351845228053881,-4.64850509515072,4.99770654708826,6.43475067960946E-07,4.28432098005245E-06,Up
LOC105377937,uncharacterized LOC105377937,-0.305716630842588,-3.48094891428182,-4.96301990945404,7.67698842256096E-07,5.04151261051968E-06,Down
LOC646214,p21 (RAC1) activated kinase 2 pseudogene,-0.188111111086808,0.188680813412393,-5.00594697537674,6.16948916633416E-07,4.12094665671881E-06,Down
C11orf87,chromosome 11 open reading frame 87,-0.387399188657854,-4.52558418760021,-4.97869370924861,7.08941903732599E-07,4.68613335594676E-06,Down
LOC105372065,uncharacterized LOC105372065,-0.183127805773455,-0.297328846837521,-4.99513842695181,6.51964423504255E-07,4.33790995942946E-06,Down
GSEC,G-quadruplex forming sequence containing lncRNA,0.289774614845195,-1.54791289322994,4.97120502692304,7.36452562872733E-07,4.8533148310756E-06,Up
HCST,hematopoietic cell signal transducer,0.2719485084223,1.18383866419954,5.01855172180629,5.78404004357503E-07,3.88655905726639E-06,Up
COL18A1-AS1,COL18A1 antisense RNA 1,0.430589691451678,-1.47977959479872,4.9708611707705,7.37740172546677E-07,4.86098678617771E-06,Up
FBN1,fibrillin 1,0.24462988183155,5.94951725516415,5.10332380204478,3.73377829895194E-07,2.59663112503588E-06,Up
PCDHA6,protocadherin alpha 6,-0.29044086370937,-1.2236171951054,-4.97814305950832,7.10930557211368E-07,4.69691302361658E-06,Down
LOC107984041,uncharacterized LOC107984041,-0.345461734786552,-0.876429987149445,-4.98344911845113,6.9198967187921E-07,4.5786901898699E-06,Down
RBL2,RB transcriptional corepressor like 2,-0.0706366190730997,6.89125075054477,-5.11625345606267,3.49063200878975E-07,2.44133438682247E-06,Down
NXNL2,nucleoredoxin like 2,-0.424157821128877,-3.74459949465451,-4.95803283432743,7.87359327247278E-07,5.15857917964872E-06,Down
MGAT4C,MGAT4 family member C,-0.361110254102943,-1.14918549201585,-4.97845807068773,7.09792247133624E-07,4.69017948030434E-06,Down
CCAT1,colon cancer associated transcript 1,0.349312023477068,-0.723057724022036,4.97949558869322,7.06055534086204E-07,4.66862178172601E-06,Up
ZBTB14,zinc finger and BTB domain containing 14,-0.064535091573136,4.33406007887046,-5.07875008160539,4.24175393341327E-07,2.92203119107909E-06,Down
LOC107986638,uncharacterized LOC107986638,-0.24621913718951,-5.35010387489733,-5.00922948971755,6.06678957799238E-07,4.05992363057491E-06,Down
LOC105375166,uncharacterized LOC105375166,-0.328442436381234,3.04309576802974,-5.05828109023514,4.71525010120207E-07,3.22339736084953E-06,Down
NPNT,nephronectin,0.243585580223551,6.01523919300376,5.09996096648098,3.79965076606145E-07,2.63824807907663E-06,Up
MTUS2,microtubule associated scaffold protein 2,0.279673405259746,-1.28501856903552,4.96915090734016,7.44176772328813E-07,4.90011782394972E-06,Up
MID2,midline 2,-0.163050227912407,2.46469520125472,-5.04438404974218,5.06538456784758E-07,3.44065176373238E-06,Down
UST,uronyl 2-sulfotransferase,-0.245700557093142,2.32978477367983,-5.04085886759487,5.1581153455265E-07,3.49477768816342E-06,Down
LOC102724419,uncharacterized LOC102724419,-0.19010379418394,-5.60808208644746,-5.01935686230963,5.7602251577245E-07,3.87284606574315E-06,Down
LOC112267951,,-0.142184132849599,2.10106615728667,-5.03374235980204,5.35033512435457E-07,3.61797691665096E-06,Down
GCLM,glutamate-cysteine ligase modifier subunit,0.201574756896798,4.65695162987187,5.07757738748112,4.26759363899513E-07,2.93828933605652E-06,Up
THCAT155,thyroid cancer-associated transcript 155,-0.332381944056153,-4.95569498360637,-4.98428744688046,6.89041992276268E-07,4.56148579150476E-06,Down
IGKV1D-43,immunoglobulin kappa variable 1D-43,0.479165225848014,-3.21552840501067,4.94931785747837,8.2288742118674E-07,5.37435977718512E-06,Up
LOC105371230,uncharacterized LOC105371230,0.224561292354668,-5.47271025580412,5.01892580137195,5.77296352132833E-07,3.87977831738905E-06,Up
IFI27L2,interferon alpha inducible protein 27 like 2,0.197282179845384,3.27189563825761,5.05301906958476,4.8449861070713E-07,3.30691927460634E-06,Up
TMF1,TATA element modulatory factor 1,0.0851197199469419,6.95502755207214,5.10697468241821,3.66351259663755E-07,2.55137021586842E-06,Up
GRM1,glutamate metabotropic receptor 1,-0.383431122274495,-3.88632002021681,-4.94972658971829,8.21187160033386E-07,5.36414492592478E-06,Down
ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1,0.364287100086757,-2.15417022588095,4.95164663958768,8.13245276299779E-07,5.31579448864211E-06,Up
STX17-DT,STX17 divergent transcript,-0.261271085714609,-1.64828726699572,-4.96061641307796,7.77114286388915E-07,5.09739332681158E-06,Down
PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor,-0.499939469235074,-0.242265958997753,-4.98408784900956,6.89742705837804E-07,4.5653569986669E-06,Down
LOC100287175,uncharacterized LOC100287175,-0.24354433482743,-1.16006612322801,-4.96634404760143,7.54857957294437E-07,4.96712682594013E-06,Down
SLCO1B3-SLCO1B7,SLCO1B3-SLCO1B7 readthrough,0.499762699466319,-4.11251001509066,4.96150261332485,7.73629804851625E-07,5.07539840966072E-06,Up
LOC112268418,uncharacterized LOC112268418,-0.258802037722652,-1.904761755394,-4.95575469821086,7.9650108599513E-07,5.21413578755515E-06,Down
ARG1,arginase 1,-0.204188789078221,-0.50153067013461,-4.97415626782876,7.25490055866915E-07,4.78587643488284E-06,Down
PSMA1,proteasome 20S subunit alpha 1,0.112376552565707,6.39433421593839,5.0951017140209,3.89682220953467E-07,2.69952975585217E-06,Up
DEFB103A,defensin beta 103A,0.212712898718872,-5.55622009385671,5.01526754430224,5.88216910378076E-07,3.94778064820984E-06,Up
LINC01224,long intergenic non-protein coding RNA 1224,-0.232529487902955,1.98309400605246,-5.02440835657242,5.61295418210899E-07,3.78386721237329E-06,Down
PPP4R3B-DT,PPP4R3B divergent transcript,-0.176911499151582,-0.519485778760273,-4.97293312111707,7.30014255091884E-07,4.81249645211754E-06,Down
KXD1,KxDL motif containing 1,0.151493271506881,4.80948549896465,5.07273433280346,4.37592717016036E-07,3.01077246640284E-06,Up
LOC101929248,uncharacterized LOC101929248,-0.314695801712634,-2.97462310303914,-4.94253413597499,8.51607128027593E-07,5.54812744427772E-06,Down
NCMAP-DT,NCMAP divergent transcript,-0.115957461473763,0.759766865861401,-4.99607578220716,6.48853391990841E-07,4.31794003093313E-06,Down
CAPN12,calpain 12,0.133382649753005,4.37594963646032,5.06485412829393,4.55789669422477E-07,3.12614074606853E-06,Up
SUMO1P1,SUMO1 pseudogene 1,0.323286952275512,-4.962727947476,4.98856904925044,6.74175162145682E-07,4.47280773852076E-06,Up
LOC107986699,uncharacterized LOC107986699,-0.187012704312547,1.47739367499899,-5.0110423192996,6.01078086226808E-07,4.02586336507344E-06,Down
LOC101929506,,-0.158687508630717,1.27322865166176,-5.00573726858542,6.17610692309919E-07,4.12466733724481E-06,Down
LOC105379362,uncharacterized LOC105379362,-0.246215151401575,-0.735833038236376,-4.96675155021545,7.53298130610451E-07,4.95769132390391E-06,Down
LOC102723739,uncharacterized LOC102723739,-0.335263961866107,-3.28867899580826,-4.93749202796904,8.73576958510776E-07,5.68467465184603E-06,Down
LINC01607,long intergenic non-protein coding RNA 1607,-0.363753235999425,-4.23145970091462,-4.94688489095653,8.33078614939512E-07,5.43821345189958E-06,Down
HIP1,huntingtin interacting protein 1,0.155256262188078,3.35791530088549,5.04319122342434,5.09658056181928E-07,3.46005096900338E-06,Up
APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,0.239639545720145,2.76602682587322,5.03028000246283,5.4463369630048E-07,3.67910386438973E-06,Up
CHAD,chondroadherin,-0.277668678930321,2.30339930510448,-5.02401705866631,5.62423099475162E-07,3.79017148124833E-06,Down
MTMR11,myotubularin related protein 11,-0.182373536186687,6.93355672287126,-5.09568287729911,3.88507541754153E-07,2.69233948682005E-06,Down
NBPF12,NBPF member 12,-0.0956975535401759,5.10053464990877,-5.07019968243343,4.43367807755861E-07,3.04731206112668E-06,Down
RETREG1,reticulophagy regulator 1,-0.289487382029436,6.33815206370668,-5.08781926722188,4.04695863781516E-07,2.79566742671245E-06,Down
