"POSITION_X	",POSITION_Y,POSITION_T
1241.202,319.768,1028
1239.132,319.13,1031
1240.709,318.83,1032
1239.652,317.363,1033
1238.743,316.952,1034
1239.558,316.807,1035
1237.213,315.414,1041
1237.226,315.525,1042
1238.121,315.93,1043
1238.22,315.779,1044
1238.342,315.973,1045
1236.282,316.13,1046
1236.367,316.052,1047
1237.256,316.061,1048
1236.979,315.955,1049
1236.042,315.917,1050
1236.157,315.334,1051
1235.836,314.994,1052
1235.163,314.8,1053
1235.967,314.746,1054
1236.26,314.524,1055
1195.837,364.131,1056
1197.887,364.97,1057
1196.619,365.214,1069
1199.136,363.846,1070
1195.208,361.902,1071
1196.922,360.949,1072
1201.052,360.091,1073
1201.601,359.215,1074
1204.546,355.927,1076
1205.93,355.713,1077
1201.674,359.809,1084
1204.425,358.897,1085
1201.608,360.847,1086
1195.454,360.066,1087
1168.251,358.02,1088
1169.387,357.974,1089
1171.774,358.964,1090
1175.393,359.935,1091
1177.553,360.436,1092
1179.138,360.69,1093
1180.787,360.776,1094
1181.962,361.079,1095
1183.607,361.757,1096
1184.382,361.805,1097
1185.044,361.62,1098
1185.076,361.245,1099
1184.704,361.068,1100
1185.65,361.174,1101
1187.071,361.621,1102
1188.475,362.622,1103
1190.548,363.21,1104
1191.485,363.338,1105
1192.867,363.114,1106
1194.093,363.424,1107
1195.347,364.007,1108
1196.566,364.242,1109
1197.628,364.823,1110
1197.877,364.834,1111
1198.5,365.175,1112
1200.09,366.766,1113
1200.336,367.327,1114
1200.571,367.696,1115
1202.689,368.234,1116
1203.652,367.319,1117
1204.25,366.239,1118
1203.119,365.415,1119
1202.25,364.941,1120
1200.424,365.035,1121
1200.841,365.042,1122
1201.074,364.538,1123
1200.507,362.765,1124
1199.641,362.126,1125
1196.07,362.701,1126
1196.057,362.901,1127
1196.107,363.12,1128
1195.142,363.764,1129
1192.406,364.11,1130
1188.441,364.894,1131
1186.143,364.764,1132
1184.753,364.644,1133
1183.961,365.239,1134
1180.956,364.999,1135
1182.434,364.656,1136
1183.452,364.769,1137
1184.986,364.507,1138
1186.074,364.23,1139
1187.31,363.729,1140
1187.004,362.66,1141
1186.463,361.448,1142
1185.872,360.385,1143
1184.835,359.331,1144
1184.404,358.786,1145
1182.129,356.47,1146
1181.42,354.29,1147
1180.846,352.609,1148
1179.094,350.304,1149
1178.049,348.927,1150
1177.378,344.124,1151
1177.086,340.16,1152
1176.052,339.587,1153
1175.653,336.411,1154
1174.887,335.644,1155
1174.645,330.956,1156
1173.984,331.26,1157
1173.977,330.438,1158
1173.391,328.091,1159
1173.44,328.459,1160
1175.691,330.486,1161
1175.102,332.141,1162
1174.33,331.594,1163
1174.951,332.102,1164
1175.01,332.042,1165
1174.797,333.496,1166
1178.41,337.155,1167
